,content
248,"['deaths', 'golden', 'holes', 'june', 'counsel', 'dead', 'affection', 'seasonabliest', 'place', 'stay', 'clime', 'asks', 'till', 'soon', 'true', 'years', 'dwells', 'long', 'words', 'tombs', 'face', 'since', 'living', 'thing', 'panting', 'build', 'things', 'antique', 'slack', 'tooth', 'ever', 'though', 'worn', 'one', 'lank', 'grave', 'trench', 'oft', 'go', 'whose', 'shes', 'still', 'gone', 'fifty', 'evrywhere', 'heres', 'large', 'heads', 'made', 'lovd', 'shade', 'seen', 'doth', 'unthrifts', 'decay', 'eyes', 'cannot', 'nature', 'dig', 'wear', 'autumnal', 'fair', 'revels', 'youth', 'timber', 'lydian', 'platan', 'sought', 'souls', 'compassing', 'vowd', 'within', 'appetite', 'skins', 'sack', 'time', 'sit', 'hearers', 'winter', 'faces', 'tolerable', 'blood', 'hence', 'tropic', 'house', 'pestilence', 'underwood', 'gold', 'past', 'ages', 'torrid', 'spring', 'sojourn', 'come', 'loveliest', 'shall', 'glory', 'cradles', 'progress', 'bless', 'strange', 'every', 'hill', 'reverences', 'growing', 'unto', 'barrenness', 'seek', 'mouths', 'transitory', 'summer', 'light', 'none', 'journey', 'ebb', 'anachorit', 'night', 'scape', 'death', 'thats', 'age', 'hath', 'homeward', 'evening', 'first', 'like', 'call', 'vex', 'natural', 'tomb', 'purse', 'wishes', 'graves', 'standing', 'resurrection', 'name', 'lies', 'grace', 'loves', 'fit', 'young', 'beauty', 'may', 'must', 'noon', 'heat', 'else', 'inflaming', 'takes', 'descend', 'beauties', 'new', 'twere', 'love', 'xerxes', 'rape', 'delight', 'hate', 'fever', 'wine', 'several', 'force', 'day', 'rather', 'voluptuousness', 'lation', 'latest', 'tree', 'taste', 'yet', 'shame', 'wrinkles', 'ancient', 'comes', 'enrages', 'council', 'tried', 'extremes']"
249,"['tastes', 'disusd', 'scatterd', 'dead', 'seems', 'dwells', 'thee', 'see', 'sun', 'face', 'judging', 'milk', 'tough', 'skin', 'storms', 'though', 'morewhen', 'thou', 'bones', 'headwith', 'weather', 'less', 'rash', 'lovd', 'bodya', 'cares', 'childish', 'stains', 'doth', 'decay', 'enoughto', 'soul', 'worth', 'fair', 'beams', 'shadows', 'within', 'powders', 'sack', 'oh', 'heart', 'handperhaps', 'rude', 'oerspread', 'tax', 'reach', 'come', 'strong', 'shall', 'say', 'picture', 'grown', 'tis', 'take', 'farewellthine', 'feed', 'foul', 'shalt', 'twill', 'fools', 'haircloth', 'seem', 'rival', 'beaten', 'like', 'nurse', 'breast', 'delicate', 'loves', 'coarse', 'heshould', 'may', 'statedid', 'manso', 'oars', 'torn', 'tohave', 'dwell', 'sudden', 'love', 'tannd', 'blue', 'broken', 'bid', 'back', 'mind', 'hurts', 'twas']"
250,"['ican', 'reasons', 'learn', 'unjust', 'peace', 'die', 'sunderfrom', 'purest', 'change', 'begone', 'anger', 'affection', 'subject', 'prove', 'growethin', 'disdainethevery', 'thee', 'bliss', 'ah', 'see', 'flourishmore', 'sight', 'plaineth', 'stir', 'thus', 'vulgar', 'sightbeing', 'wrongs', 'estranged', 'never', 'though', 'endanger', 'fortunes', 'one', 'ground', 'bears', 'faithful', 'still', 'lightbids', 'fearing', 'harbour', 'doth', 'eyes', 'soul', 'dark', 'away', 'sweet', 'time', 'lie', 'oh', 'pictures', 'heart', 'ruin', 'help', 'drive', 'find', 'stake', 'come', 'run', 'let', 'shall', 'say', 'changed', 'nourish', 'thy', 'wonder', 'knoweth', 'image', 'window', 'man', 'light', 'poorly', 'forbear', 'fools', 'sway', 'lest', 'like', 'turtle', 'leave', 'dear', 'think', 'fancies', 'perfection', 'absence', 'undertaking', 'louts', 'give', 'beauty', 'dove', 'length', 'exild', 'minds', 'thoughts', 'makingdeeper', 'new', 'beauties', 'get', 'love', 'remove', 'alas', 'firm', 'ear', 'perceive', 'sure', 'work', 'counterfeiting', 'spite', 'yet', 'saints', 'reason', 'makelove', 'argus', 'shake', 'well', 'nightunderneath', 'make']"
251,"['hooks', 'propertyand', 'laws', 'idle', 'thy', 'farewell', 'use', 'thereon', 'forth', 'claim', 'senec', 'lenger', 'spend', 'sore', 'forever', 'storeand', 'baited', 'wit', 'trouble', 'youth', 'rotten', 'persever', 'boughs', 'darts', 'tangle', 'plato', 'hitherto', 'error', 'wealth', 'scape', 'since', 'therefore', 'love', 'time', 'blind', 'authority', 'aye', 'hath', 'lost', 'brittle', 'loreto', 'perfect', 'liberty', 'endeavour', 'trifles', 'heartsand', 'younger', 'though', 'call', 'pricketh', 'repulse', 'lusteth', 'go', 'many', 'sharp', 'set', 'shall', 'taught', 'lever', 'climb']"
252,"['made', 'unhappy', 'follow', 'print', 'either', 'shade', 'thy', 'poem', 'give', 'title', 'beauty', 'shadow', 'anthology', 'heaven', 'may', 'black', 'must', 'turneth', 'light', 'fates', 'disdained', 'ordained', 'fair', 'beams', 'till', 'shineth', 'livst', 'nightand', 'thee', 'kind', 'night', 'sun', 'proved', 'since', 'loud', 'titled', 'scorched', 'poetry', 'divineth', 'note', 'world', 'depriveth', 'fade', 'though', 'reviveth', 'burneth', 'yet', 'placed', 'recitation', 'thou', 'disgraced', 'whose', 'brightness', 'luckless', 'pure', 'still', 'comes', 'student', 'dim', 'glory']"
253,"['follow', 'pity', 'suffice', 'feet', 'haste', 'saint', 'tell', 'praise', 'scorns', 'doth', 'notes', 'accents', 'return', 'neer', 'ceasing', 'songs', 'soul', 'sad', 'tend', 'sweet', 'cloud', 'love', 'end', 'sight', 'sighing', 'beautys', 'scornful', 'delight', 'sorrow', 'never', 'died', 'move', 'first', 'flight', 'breathd', 'flying', 'perish', 'wrappd', 'ravisher', 'burst', 'yet', 'music', 'sympathy', 'fly', 'fall', 'pursue', 'pain', 'echo', 'still', 'let', 'sung', 'shall']"
254,"['denays', 'assays', 'tell', 'beganthe', 'truth', 'life', 'service', 'painful', 'forget', 'intentof', 'know', 'whanthe', 'none', 'spent', 'great', 'long', 'loved', 'travail', 'thee', 'moved', 'approved', 'since', 'thine', 'ye', 'scornful', 'meant', 'wrong', 'weary', 'cruel', 'hath', 'suit', 'ways', 'never', 'first', 'gladly', 'patience', 'yet', 'faith', 'isthe', 'whose', 'mind', 'ago', 'steadfast', 'amiss', 'tried']"
255,"['amloves', 'grew', 'tis', 'hairs', 'keep', 'upward', 'limbs', 'every', 'die', 'mystery', 'condemnd', 'byit', 'partcan', 'provinces', 'heaven', 'shroud', 'must', 'outward', 'soul', 'know', 'tie', 'prisoners', 'afford', 'bravery', 'none', 'breed', 'hair', 'touch', 'art', 'controland', 'brain', 'doit', 'hands', 'bury', 'since', 'subtle', 'whoever', 'meant', 'martyr', 'except', 'make', 'came', 'would', 'parts', 'dissolution', 'might', 'idolatry', 'whateer', 'leave', 'one', 'strength', 'muchthat', 'manacled', 'fall', 'humilityto', 'wreath', 'arm', 'viceroy', 'pain', 'lets', 'question', 'relics', 'sinewy', 'comes', 'sign', 'gone', 'harm', 'thread', 'theyare', 'twas', 'better', 'crowns']"
256,"['two', 'declining', 'morrow', 'die', 'mine', 'till', 'true', 'sea', 'thee', 'pleasures', 'see', 'face', 'thine', 'den', 'desired', 'sucked', 'ever', 'eye', 'weaned', 'worlds', 'one', 'seven', 'troth', 'thou', 'room', 'hearts', 'gone', 'better', 'makes', 'fear', 'controls', 'sleepers', 'waking', 'maps', 'without', 'whatever', 'souls', 'faces', 'country', 'west', 'find', 'let', 'sharp', 'wonder', 'snorted', 'good', 'us', 'none', 'mixed', 'shown', 'another', 'equally', 'alike', 'slacken', 'hath', 'little', 'world', 'possess', 'north', 'ilove', 'idid', 'fancies', 'sights', 'everywhere', 'loves', 'got', 'beauty', 'childishly', 'watch', 'dies', 'dream', 'appears', 'discoverers', 'loved', 'new', 'love', 'hemispheres', 'rest', 'twas', 'plain']"
257,"['undertake', 'pleasantly', 'consider', 'take', 'woe', 'loves', 'humbly', 'commandement', 'desireto', 'faithfully', 'good', 'liberally', 'service', 'please', 'thought', 'straight', 'glideat', 'graciouslythe', 'intentof', 'may', 'ride', 'small', 'since', 'offerd', 'effectto', 'gentlely', 'therefore', 'cruelly', 'travel', 'ye', 'refuse', 'full', 'wantto', 'heart', 'thing', 'assuredly', 'thus', 'abject', 'though', 'much', 'work', 'hirereward', 'secretly', 'lovingly', 'present', 'accept', 'yet', 'bid', 'planteven', 'pain', 'right', 'go', 'list', 'mind', 'run', 'servant', 'profferdwith', 'shall', 'pleasure', 'honestly', 'steadfastly']"
258,"['gentle', 'chariot', 'shadow', 'bed', 'tumbling', 'dead', 'wide', 'lovely', 'vaild', 'sea', 'shells', 'see', 'shone', 'sun', 'face', 'since', 'musus', 'panting', 'tower', 'inveigling', 'leaves', 'never', 'meat', 'ever', 'cursed', 'eye', 'heaving', 'power', 'oft', 'faithful', 'curious', 'still', 'latmus', 'sufferd', 'heavenly', 'less', 'cheekd', 'kissof', 'late', 'arms', 'dreadful', 'star', 'smooth', 'enchanted', 'lining', 'silk', 'chains', 'harmony', 'borderers', 'nature', 'ran', 'near', 'youth', 'hair', 'sparrows', 'await', 'men', 'sweet', 'cloud', 'time', 'stroveto', 'thrall', 'loud', 'beast', 'sufficethat', 'troy', 'country', 'whereon', 'died', 'gold', 'took', 'pelops', 'gallop', 'tragedy', 'used', 'carfrom', 'race', 'lives', 'wonder', 'neptunes', 'ganimed', 'wishd', 'man', 'black', 'cynthia', 'shind', 'light', 'sestos', 'bearing', 'us', 'none', 'lawn', 'stript', 'sake', 'histhat', 'shaggy', 'play', 'crownd', 'midst', 'laid', 'courted', 'peasant', 'would', 'slain', 'first', 'kept', 'guestto', 'flight', 'throne', 'stand', 'thracian', 'allurd', 'adonis', 'dayo', 'loves', 'danaes', 'pind', 'grief', 'imagind', 'ixions', 'incest', 'oftentimes', 'sentence', 'half', 'disdainful', 'borderd', 'e', 'ruld', 'artificial', 'fills', 'pale', 'resorted', 'proudly', 'rest', 'delightto', 'threw', 'cypress', 'back', 'deliberate', 'year', 'smell', 'carved', 'set', 'make', 'two', 'walls', 'statue', 'golden', 'treasure', 'watery', 'rainbow', 'rapes', 'shoulder', 'handmaid', 'sacrificing', 'ere', 'cupid', 'strook', 'gods', 'hands', 'dintthat', 'thine', 'feast', 'ingots', 'attire', 'sight', 'outside', 'frighted', 'rose', 'dangling', 'undone', 'slack', 'presence', 'silverd', 'breath', 'home', 'one', 'beneath', 'deemdeternal', 'brazen', 'desire', 'stain', 'whose', 'along', 'hearts', 'opposite', 'warm', 'spy', 'makes', 'royally', 'lovd', 'suffice', 'ventrous', 'shade', 'kirtle', 'solemn', 'suns', 'smiling', 'cheeks', 'circes', 'apollo', 'wandering', 'town', 'veiling', 'barbarous', 'thinking', 'sit', 'scornful', 'lively', 'boythat', 'past', 'lighted', 'dragons', 'turtles', 'rude', 'favour', 'stars', 'immortal', 'vain', 'wish', 'arrow', 'weeping', 'leanders', 'flowerwas', 'let', 'drawn', 'path', 'glory', 'knew', 'quaffing', 'amorous', 'grapes', 'gazers', 'radiant', 'upon', 'incensd', 'especially', 'orient', 'evermore', 'savage', 'jasper', 'uplandish', 'art', 'sundry', 'death', 'view', 'maid', 'stole', 'mother', 'draw', 'headed', 'much', 'discolourd', 'leander', 'hight', 'purple', 'exceeding', 'wreath', 'many', 'breast', 'deceives', 'virtue', 'bees', 'net', 'limping', 'lies', 'branchd', 'belly', 'odour', 'beauty', 'dies', 'chase', 'shorn', 'turnd', 'cyclops', 'steep', 'grove', 'reachd', 'could', 'stone', 'leapt', 'soldier', 'therefore', 'offerd', 'pha', 'yawning', 'careless', 'fire', 'bare', 'viewd', 'hate', 'despising', 'allcame', 'standers', 'day', 'white', 'thorough', 'hollow', 'sipt', 'perchd', 'greater', 'turn', 'stood', 'mind', 'stealing', 'wondrous', 'disjoind', 'heada', 'thirling', 'heros', 'rules', 'knee', 'th', 'banquet', 'wherein', 'violent', 'dally', 'thus', 'eyelids', 'enamoured', 'speaking', 'though', 'pleasant', 'cities', 'soldiers', 'ground', 'thence', 'swore', 'gaze', 'bosom', 'fleece', 'chancd', 'made', 'festival', 'held', 'childish', 'tell', 'blazon', 'enamourd', 'enjoy', 'pebble', 'borne', 'amainfrom', 'away', 'rage', 'fate', 'rockd', 'mountains', 'garments', 'ton', 'fight', 'ye', 'diamonds', 'hand', 'footed', 'cheek', 'lovers', 'compile', 'agate', 'dower', 'loveliest', 'chirrup', 'vast', 'opened', 'nun', 'gilt', 'say', 'seemdas', 'every', 'sisters', 'wand', 'lightend', 'close', 'unto', 'fairest', 'rudest', 'buskins', 'lose', 'pearl', 'sky', 'nymphs', 'night', 'underneath', 'looks', 'earth', 'crystal', 'world', 'might', 'windwould', 'wrung', 'blazedrelenting', 'powerful', 'hazard', 'jove', 'thither', 'surprisd', 'blushing', 'rich', 'towerto', 'divine', 'eyesof', 'praise', 'wood', 'neither', 'strooken', 'poor', 'know', 'naked', 'water', 'tooken', 'touching', 'hellespont', 'tresses', 'wealthy', 'pencan', 'blue', 'wine', 'put', 'muse', 'tree', 'silver', 'towns', 'fury', 'taste', 'yet', 'reason', 'myrtle', 'people', 'guidance', 'committing', 'melt', 'princes', 'twas', 'greeceto', 'gazed', 'vine', 'beat', 'venus', 'dwelt', 'respect', 'satires', 'gaudy', 'workmanship', 'neck', 'glass', 'times', 'went', 'calld', 'till', 'true', 'long', 'riots', 'cool', 'blind', 'far', 'modestly', 'veil', 'mount', 'gloomy', 'assuage', 'church', 'spread', 'meet', 'wild', 'shining', 'hero', 'thou', 'body', 'passions', 'honey', 'wretched', 'sphere', 'sign', 'hardly', 'gloves', 'abydos', 'mars', 'succeeding', 'hung', 'seen', 'win', 'even', 'fear', 'flowers', 'eyes', 'censurd', 'denied', 'fair', 'heady', 'sought', 'behold', 'great', 'imprintthat', 'kindling', 'heart', 'street', 'blood', 'blazing', 'shapes', 'nonefor', 'bills', 'left', 'ware', 'fingers', 'parch', 'goddess', 'proteus', 'fellows', 'majesty', 'sharp', 'gotthe', 'idalian', 'sleeves', 'affectof', 'surpastthe', 'forth', 'please', 'whence', 'sings', 'colchos', 'guilty', 'beautiful', 'another', 'nought', 'countnance', 'breathing', 'sits', 'favours', 'bacchus', 'look', 'hath', 'europa', 'movd', 'coral', 'iron', 'like', 'glisterd', 'unhappily', 'vulcan', 'pursue', 'burning', 'pavement', 'lips', 'dear', 'knows', 'sung', 'temple', 'wrack', 'moves', 'moan', 'floodthan', 'young', 'green', 'course', 'straight', 'heaven', 'begin', 'runs', 'cast', 'hippolytus', 'hour', 'heat', 'head', 'seeing', 'delicious', 'bellowing', 'love', 'melancholy', 'flew', 'bereft', 'looking', 'brow', 'wept', 'nectar', 'alas', 'slyly', 'altar', 'force', 'proud', 'cut', 'sylvanus', 'mans', 'pine', 'burn', 'slight', 'firmament', 'plain', 'sigh']"
259,"['clear', 'shoregoes', 'sheis', 'thy', 'hill', 'outwore', 'doth', 'sleeps', 'truth', 'mourns', 'mine', 'amorous', 'seek', 'embracd', 'open', 'tore', 'self', 'spouse', 'us', 'soul', 'dove', 'peeps', 'true', 'errs', 'dwells', 'germany', 'adventuring', 'show', 'christ', 'kind', 'thee', 'thenwhen', 'men', 'painted', 'new', 'travel', 'love', 'betray', 'laments', 'evermoreon', 'knightsfirst', 'court', 'thousand', 'husband', 'pleasing', 'like', 'appear', 'mild', 'robbd', 'one', 'seven', 'dear', 'richly', 'bright', 'year', 'let', 'shall', 'sights', 'make']"
260,"['heavenly', 'debtto', 'lovd', 'whetto', 'early', 'divine', 'thy', 'tender', 'jealousy', 'yea', 'fear', 'good', 'streams', 'seek', 'ravished', 'dead', 'heaven', 'angels', 'nature', 'last', 'soul', 'offring', 'head', 'melts', 'thirsty', 'thee', 'show', 'flesh', 'holy', 'since', 'thine', 'admiring', 'paid', 'love', 'woo', 'allowmy', 'hath', 'beg', 'things', 'fed', 'world', 'lest', 'put', 'hast', 'though', 'thirst', 'devil', 'yet', 'saints', 'dropsy', 'thou', 'whenas', 'wholly', 'dost', 'mind', 'thoudost', 'found', 'set', 'doubtlest', 'god']"
261,"['causer', 'season', 'peace', 'die', 'ask', 'fear', 'life', 'freeze', 'feed', 'holdeth', 'without', 'wind', 'see', 'prisonand', 'notyet', 'nought', 'another', 'scape', 'death', 'device', 'love', 'likewise', 'ice', 'arise', 'delight', 'hate', 'thus', 'eyen', 'sorrow', 'displeaseth', 'world', 'war', 'wisenor', 'hope', 'like', 'letteth', 'strife', 'locketh', 'laugh', 'giveth', 'perish', 'done', 'find', 'yet', 'fly', 'desire', 'occasion', 'pain', 'loseth', 'tongue', 'burn', 'health', 'plain', 'live']"
262,"['unhappy', 'bewail', 'asked', 'marreth', 'hear', 'die', 'mine', 'bed', 'whether', 'mouth', 'fast', 'pleasures', 'lying', 'appal', 'end', 'flyingthought', 'meat', 'weak', 'cursed', 'record', 'wings', 'food', 'cheerless', 'restless', 'heavenly', 'kindly', 'wanting', 'tell', 'doth', 'chance', 'verse', 'eyes', 'always', 'waking', 'wheresoever', 'sweet', 'lively', 'virginals', 'mirth', 'fly', 'suffereth', 'timely', 'alone', 'cheerful', 'state', 'say', 'lull', 'take', 'thy', 'unto', 'forth', 'feed', 'eat', 'sleep', 'starve', 'stomach', 'witness', 'musical', 'immerito', 'waste', 'wont', 'tongue', 'heavy', 'raging', 'beauty', 'asleep', 'daily', 'self', 'nightly', 'elseplaying', 'love', 'careless', 'board', 'lamenting', 'fluttring', 'rest', 'elsesitting', 'make']"
263,"['two', 'tries', 'venus', 'subject', 'went', 'till', 'true', 'ere', 'long', 'travail', 'since', 'betrays', 'told', 'never', 'old', 'returned', 'variety', 'false', 'swore', 'go', 'said', 'still', 'vices', 'song', 'doth', 'sweetest', 'fear', 'eyes', 'town', 'brown', 'twenty', 'fair', 'examined', 'men', 'spongy', 'came', 'country', 'find', 'let', 'shall', 'stablish', 'best', 'abundance', 'torment', 'plays', 'masks', 'threepoor', 'would', 'rob', 'loneness', 'dangerous', 'grow', 'think', 'weeps', 'cries', 'loves', 'others', 'fixed', 'must', 'heard', 'constancy', 'mothers', 'dry', 'know', 'melts', 'spent', 'part', 'want', 'formed', 'content', 'love', 'alas', 'serve', 'bind', 'heretics', 'thorough', 'believes', 'turn', 'cork', 'vice', 'sigh']"
264,"['take', 'farewell', 'thy', 'taketh', 'rust', 'breaks', 'doth', 'give', 'evil', 'reachest', 'course', 'forth', 'maintain', 'freedoms', 'life', 'lasting', 'uttermost', 'seeketh', 'light', 'us', 'birth', 'beams', 'eternal', 'whatever', 'fast', 'sweet', 'see', 'small', 'humble', 'death', 'love', 'brings', 'sight', 'heavn', 'becometh', 'clouds', 'slide', 'aspire', 'higher', 'things', 'rich', 'yoke', 'shine', 'fading', 'draw', 'guidein', 'world', 'never', 'heavnly', 'draws', 'leave', 'breath', 'fades', 'mightto', 'thou', 'grow', 'think', 'mind', 'hold', 'comes', 'let', 'dust', 'pleasure', 'opens']"
265,"['two', 'mine', 'stay', 'tread', 'faint', 'thee', 'read', 'sun', 'see', 'thine', 'blind', 'except', 'things', 'diligent', 'three', 'way', 'thou', 'still', 'behindwill', 'made', 'cares', 'decay', 'whilst', 'eyes', 'wear', 'away', 'shadows', 'westwardly', 'reducd', 'disguises', 'oh', 'minute', 'falsely', 'wentalong', 'attaind', 'come', 'decline', 'shall', 'clearness', 'morning', 'tis', 'growing', 'producd', 'upon', 'light', 'us', 'longer', 'hours', 'night', 'lest', 'first', 'brave', 'stand', 'actions', 'grow', 'disguise', 'walking', 'lecture', 'philosophy', 'short', 'loves', 'others', 'highst', 'flowfrom', 'noon', 'infant', 'head', 'spent', 'theea', 'new', 'degree', 'love', 'full', 'day', 'work', 'constant', 'make']"
266,"['keep', 'presseth', 'therein', 'field', 'taketh', 'displeasure', 'doth', 'mine', 'cry', 'hardiness', 'die', 'unto', 'good', 'life', 'trust', 'faithfully', 'hert', 'thought', 'forest', 'may', 'reverence', 'fleeth', 'sufferand', 'lustes', 'enterprise', 'wherewithall', 'face', 'love', 'longe', 'appeareth', 'spreading', 'banner', 'hideth', 'learneth', 'bold', 'rayned', 'ending', 'pretenceand', 'negligencebe', 'harbourand', 'leaving', 'reason', 'shame', 'master', 'residence', 'pain', 'campeth', 'herts', 'fearethbut', 'live']"
267,"['mine', 'shadow', 'finds', 'hidden', 'happyas', 'days', 'diggd', 'till', 'long', 'honour', 'loving', 'pot', 'told', 'thing', 'women', 'hears', 'way', 'old', 'bubbles', 'lovd', 'tell', 'doth', 'scorn', 'mancan', 'minstrelsy', 'thrift', 'chemic', 'winter', 'lie', 'oh', 'befallsome', 'deeper', 'centric', 'justly', 'hope', 'lovers', 'rude', 'possessd', 'swearstis', 'find', 'vain', 'ease', 'thelixir', 'shall', 'say', 'pay', 'best', 'tis', 'imposture', 'night', 'play', 'would', 'bridegrooms', 'sweetness', 'bodies', 'swear', 'happiness', 'rich', 'angelic', 'glorifies', 'short', 'loves', 'ends', 'wretch', 'got', 'mystery', 'spheres', 'dream', 'mummy', 'wit', 'canendure', 'minds', 'medicinal', 'marry', 'get', 'love', 'delight', 'pregnant', 'odoriferous', 'day', 'yet', 'seeming', 'mind', 'hoarse', 'theyare', 'summers']"
268,"['two', 'subject', 'passives', 'commend', 'write', 'till', 'worse', 'long', 'see', 'atheist', 'since', 'murmur', 'loving', 'meant', 'far', 'purlieu', 'low', 'falsehood', 'godhead', 'iam', 'though', 'old', 'one', 'god', 'worst', 'hearts', 'plague', 'prerogative', 'made', 'lovd', 'scorn', 'even', 'cannot', 'nature', 'rage', 'extendhis', 'destiny', 'deeper', 'talk', 'died', 'lovers', 'rebel', 'modern', 'lets', 'vast', 'practisd', 'every', 'producd', 'indulgently', 'wakend', 'tyrannyto', 'fitactives', 'might', 'much', 'lust', 'leave', 'trya', 'office', 'ghost', 'jove', 'think', 'custom', 'ungod', 'born', 'loves', 'young', 'child', 'must', 'correspondencyonly', 'sunk', 'touch', 'could', 'bei', 'love', 'hate', 'belove', 'sure', 'loth', 'felt', 'flame', 'vice', 'make']"
